,FILIAL,CODSUPERVISOR,Codigo,Data Início,Data Final
38874,1,73,6349,2023-10-17,2023-10-19
54259,1,100,6352,2023-10-17,2023-10-19
54273,1,100,6353,2023-10-17,2023-10-19
64727,1,108,6375,2023-10-17,2023-10-19
70414,1,108,6390,2023-10-17,2023-10-19
65584,1,108,6431,2023-10-17,2023-10-19
24185,1,114,6437,2023-10-17,2023-10-19
2970,1,110,6444,2023-10-17,2023-10-19
56264,1,100,6465,2023-10-17,2023-10-19
56278,1,100,6467,2023-10-17,2023-10-19
27525,1,117,6479,2023-10-17,2023-10-19
67912,1,108,6487,2023-10-17,2023-10-19
76225,1,108,6497,2023-10-17,2023-10-19
76231,1,108,6500,2023-10-17,2023-10-19
73570,1,108,6501,2023-10-17,2023-10-19
73597,1,108,6502,2023-10-17,2023-10-19
73605,1,108,6506,2023-10-17,2023-10-19
73609,1,108,6515,2023-10-17,2023-10-19
73623,1,108,6520,2023-10-17,2023-10-19
76237,1,108,6521,2023-10-17,2023-10-19
76241,1,108,6523,2023-10-17,2023-10-19
73629,1,108,6524,2023-10-17,2023-10-19
73643,1,108,6526,2023-10-17,2023-10-19
73667,1,108,6537,2023-10-17,2023-10-19
67917,1,108,6550,2023-10-17,2023-10-19
76243,1,108,6560,2023-10-17,2023-10-19
56293,1,100,6582,2023-10-17,2023-10-19
31352,1,54,6602,2023-10-17,2023-10-19
27183,1,117,6607,2023-10-17,2023-10-19
67931,1,108,6624,2023-10-17,2023-10-19
56305,1,100,6626,2023-10-17,2023-10-19
73677,1,108,6630,2023-10-17,2023-10-19
56322,1,100,6631,2023-10-17,2023-10-19
64730,1,108,6643,2023-10-17,2023-10-19
65590,1,108,6646,2023-10-17,2023-10-19
80776,1,115,6651,2023-10-17,2023-10-19
80779,1,115,6656,2023-10-17,2023-10-19
24186,1,114,6659,2023-10-17,2023-10-19
21752,1,114,6665,2023-10-17,2023-10-19
31361,1,54,6670,2023-10-17,2023-10-19
73693,1,108,6675,2023-10-17,2023-10-19
1459,1,110,6687,2023-10-17,2023-10-19
65592,1,108,6697,2023-10-17,2023-10-19
73702,1,108,6698,2023-10-17,2023-10-19
1981,1,110,6702,2023-10-17,2023-10-19
32482,1,54,6703,2023-10-17,2023-10-19
78600,1,115,6704,2023-10-17,2023-10-19
35217,1,54,6708,2023-10-17,2023-10-19
81980,1,115,6722,2023-10-17,2023-10-19
17975,1,114,6730,2023-10-17,2023-10-19
2979,1,110,6752,2023-10-17,2023-10-19
10770,1,111,6753,2023-10-17,2023-10-19
5321,1,111,6774,2023-10-17,2023-10-19
52328,1,100,6778,2023-10-17,2023-10-19
48067,1,73,6779,2023-10-17,2023-10-19
14970,1,113,6788,2023-10-17,2023-10-19
55312,1,100,6794,2023-10-17,2023-10-19
65607,1,108,6803,2023-10-17,2023-10-19
31372,1,54,6824,2023-10-17,2023-10-19
65622,1,108,6840,2023-10-17,2023-10-19
8448,1,111,6862,2023-10-17,2023-10-19
37069,1,54,6868,2023-10-17,2023-10-19
48077,1,73,6875,2023-10-17,2023-10-19
72369,1,108,6879,2023-10-17,2023-10-19
77182,1,115,6887,2023-10-17,2023-10-19
70415,1,108,6891,2023-10-17,2023-10-19
54275,1,100,6908,2023-10-17,2023-10-19
48085,1,73,6913,2023-10-17,2023-10-19
223,1,110,6915,2023-10-17,2023-10-19
14976,1,113,6919,2023-10-17,2023-10-19
21755,1,114,6924,2023-10-17,2023-10-19
2988,1,110,6939,2023-10-17,2023-10-19
22994,1,114,6942,2023-10-17,2023-10-19
77205,1,115,6968,2023-10-17,2023-10-19
73713,1,108,6975,2023-10-17,2023-10-19
65644,1,108,6988,2023-10-17,2023-10-19
37081,1,54,7008,2023-10-17,2023-10-19
77207,1,115,7009,2023-10-17,2023-10-19
37090,1,54,7011,2023-10-17,2023-10-19
37098,1,54,7013,2023-10-17,2023-10-19
18877,1,114,7018,2023-10-17,2023-10-19
77210,1,115,7032,2023-10-17,2023-10-19
77224,1,115,7064,2023-10-17,2023-10-19
50783,1,100,7068,2023-10-17,2023-10-19
31377,1,54,7075,2023-10-17,2023-10-19
77226,1,115,7091,2023-10-17,2023-10-19
81995,1,115,7097,2023-10-17,2023-10-19
50794,1,100,7099,2023-10-17,2023-10-19
80797,1,115,7101,2023-10-17,2023-10-19
69511,1,108,7108,2023-10-17,2023-10-19
27526,1,117,7111,2023-10-17,2023-10-19
78603,1,115,7122,2023-10-17,2023-10-19
85002,1,115,7131,2023-10-17,2023-10-19
82983,1,115,7132,2023-10-17,2023-10-19
82991,1,115,7141,2023-10-17,2023-10-19
87168,1,115,7147,2023-10-17,2023-10-19
82992,1,115,7150,2023-10-17,2023-10-19
87188,1,115,7151,2023-10-17,2023-10-19
15695,1,113,7155,2023-10-17,2023-10-19
87191,1,115,7178,2023-10-17,2023-10-19
87212,1,115,7180,2023-10-17,2023-10-19
87222,1,115,7188,2023-10-17,2023-10-19
87224,1,115,7189,2023-10-17,2023-10-19
85004,1,115,7198,2023-10-17,2023-10-19
83009,1,115,7224,2023-10-17,2023-10-19
83010,1,115,7264,2023-10-17,2023-10-19
84008,1,115,7268,2023-10-17,2023-10-19
27189,1,117,7289,2023-10-17,2023-10-19
83014,1,115,7291,2023-10-17,2023-10-19
84010,1,115,7296,2023-10-17,2023-10-19
85007,1,115,7315,2023-10-17,2023-10-19
77232,1,115,7318,2023-10-17,2023-10-19
19704,1,114,7322,2023-10-17,2023-10-19
86148,1,115,7340,2023-10-17,2023-10-19
85034,1,115,7365,2023-10-17,2023-10-19
29004,1,54,7368,2023-10-17,2023-10-19
53164,1,100,7396,2023-10-17,2023-10-19
52330,1,100,7397,2023-10-17,2023-10-19
85048,1,115,7399,2023-10-17,2023-10-19
1998,1,110,7411,2023-10-17,2023-10-19
21764,1,114,7419,2023-10-17,2023-10-19
56325,1,100,7444,2023-10-17,2023-10-19
54281,1,100,7447,2023-10-17,2023-10-19
54287,1,100,7452,2023-10-17,2023-10-19
81996,1,115,7461,2023-10-17,2023-10-19
9503,1,111,7473,2023-10-17,2023-10-19
27995,1,54,7513,2023-10-17,2023-10-19
31382,1,54,7550,2023-10-17,2023-10-19
74874,1,108,7564,2023-10-17,2023-10-19
54291,1,100,7573,2023-10-17,2023-10-19
54294,1,100,7577,2023-10-17,2023-10-19
59957,1,104,7585,2023-10-17,2023-10-19
53171,1,100,7588,2023-10-17,2023-10-19
23003,1,114,7595,2023-10-17,2023-10-19
49321,1,100,7608,2023-10-17,2023-10-19
14999,1,113,7617,2023-10-17,2023-10-19
15007,1,113,7619,2023-10-17,2023-10-19
49329,1,100,7641,2023-10-17,2023-10-19
37121,1,54,7642,2023-10-17,2023-10-19
37126,1,54,7658,2023-10-17,2023-10-19
35221,1,54,7692,2023-10-17,2023-10-19
887,1,110,7694,2023-10-17,2023-10-19
49334,1,100,7702,2023-10-17,2023-10-19
18897,1,114,7704,2023-10-17,2023-10-19
27543,1,117,7706,2023-10-17,2023-10-19
4112,1,111,7720,2023-10-17,2023-10-19
80802,1,115,7727,2023-10-17,2023-10-19
1463,1,110,7729,2023-10-17,2023-10-19
19714,1,114,7750,2023-10-17,2023-10-19
79676,1,115,7753,2023-10-17,2023-10-19
27195,1,117,7762,2023-10-17,2023-10-19
83033,1,115,7764,2023-10-17,2023-10-19
24205,1,114,7794,2023-10-17,2023-10-19
7138,1,111,7802,2023-10-17,2023-10-19
77236,1,115,7829,2023-10-17,2023-10-19
16713,1,113,7831,2023-10-17,2023-10-19
27546,1,117,7838,2023-10-17,2023-10-19
55313,1,100,7856,2023-10-17,2023-10-19
85051,1,115,7859,2023-10-17,2023-10-19
82012,1,115,7860,2023-10-17,2023-10-19
66823,1,108,7875,2023-10-17,2023-10-19
21769,1,114,7876,2023-10-17,2023-10-19
66826,1,108,7886,2023-10-17,2023-10-19
66833,1,108,7888,2023-10-17,2023-10-19
66840,1,108,7889,2023-10-17,2023-10-19
66846,1,108,7890,2023-10-17,2023-10-19
85054,1,115,7905,2023-10-17,2023-10-19
87241,1,115,7907,2023-10-17,2023-10-19
65646,1,108,7928,2023-10-17,2023-10-19
66864,1,108,7932,2023-10-17,2023-10-19
65658,1,108,7933,2023-10-17,2023-10-19
66871,1,108,7934,2023-10-17,2023-10-19
18898,1,114,7951,2023-10-17,2023-10-19
1465,1,110,7953,2023-10-17,2023-10-19
83039,1,115,7963,2023-10-17,2023-10-19
65670,1,108,7986,2023-10-17,2023-10-19
87248,1,115,7996,2023-10-17,2023-10-19
2023,1,110,8001,2023-10-17,2023-10-19
74895,1,108,8007,2023-10-17,2023-10-19
85055,1,115,8013,2023-10-17,2023-10-19
6177,1,111,8029,2023-10-17,2023-10-19
20666,1,114,8054,2023-10-17,2023-10-19
23014,1,114,8056,2023-10-17,2023-10-19
77244,1,115,8073,2023-10-17,2023-10-19
66889,1,108,8075,2023-10-17,2023-10-19
66900,1,108,8107,2023-10-17,2023-10-19
40976,1,73,8125,2023-10-17,2023-10-19
24217,1,114,8134,2023-10-17,2023-10-19
48096,1,73,8167,2023-10-17,2023-10-19
40983,1,73,8182,2023-10-17,2023-10-19
40994,1,73,8187,2023-10-17,2023-10-19
48108,1,73,8194,2023-10-17,2023-10-19
48124,1,73,8195,2023-10-17,2023-10-19
48134,1,73,8197,2023-10-17,2023-10-19
48135,1,73,8210,2023-10-17,2023-10-19
48150,1,73,8211,2023-10-17,2023-10-19
48161,1,73,8219,2023-10-17,2023-10-19
48180,1,73,8221,2023-10-17,2023-10-19
48190,1,73,8223,2023-10-17,2023-10-19
79686,1,115,8224,2023-10-17,2023-10-19
16717,1,113,8227,2023-10-17,2023-10-19
18920,1,114,8229,2023-10-17,2023-10-19
41011,1,73,8233,2023-10-17,2023-10-19
48205,1,73,8235,2023-10-17,2023-10-19
48218,1,73,8237,2023-10-17,2023-10-19
24225,1,114,8240,2023-10-17,2023-10-19
41013,1,73,8248,2023-10-17,2023-10-19
83040,1,115,8274,2023-10-17,2023-10-19
48230,1,73,8296,2023-10-17,2023-10-19
48236,1,73,8297,2023-10-17,2023-10-19
48254,1,73,8300,2023-10-17,2023-10-19
48269,1,73,8301,2023-10-17,2023-10-19
13606,1,113,8302,2023-10-17,2023-10-19
48293,1,73,8305,2023-10-17,2023-10-19
11444,1,111,8307,2023-10-17,2023-10-19
80825,1,115,8325,2023-10-17,2023-10-19
80833,1,115,8334,2023-10-17,2023-10-19
80858,1,115,8337,2023-10-17,2023-10-19
80859,1,115,8346,2023-10-17,2023-10-19
86155,1,115,8371,2023-10-17,2023-10-19
86158,1,115,8374,2023-10-17,2023-10-19
86164,1,115,8376,2023-10-17,2023-10-19
50800,1,100,8401,2023-10-17,2023-10-19
80869,1,115,8403,2023-10-17,2023-10-19
48294,1,73,8411,2023-10-17,2023-10-19
2035,1,110,8415,2023-10-17,2023-10-19
66902,1,108,8422,2023-10-17,2023-10-19
70426,1,108,8426,2023-10-17,2023-10-19
80889,1,115,8427,2023-10-17,2023-10-19
70438,1,108,8431,2023-10-17,2023-10-19
41018,1,73,8432,2023-10-17,2023-10-19
48309,1,73,8450,2023-10-17,2023-10-19
66906,1,108,8490,2023-10-17,2023-10-19
10777,1,111,8491,2023-10-17,2023-10-19
17976,1,114,8494,2023-10-17,2023-10-19
29018,1,54,8525,2023-10-17,2023-10-19
20671,1,114,8567,2023-10-17,2023-10-19
69528,1,108,8583,2023-10-17,2023-10-19
48329,1,73,8586,2023-10-17,2023-10-19
70450,1,108,8628,2023-10-17,2023-10-19
78620,1,115,8654,2023-10-17,2023-10-19
78629,1,115,8656,2023-10-17,2023-10-19
27554,1,117,8664,2023-10-17,2023-10-19
21781,1,114,8675,2023-10-17,2023-10-19
82017,1,115,8691,2023-10-17,2023-10-19
27557,1,117,8702,2023-10-17,2023-10-19
35230,1,54,8709,2023-10-17,2023-10-19
1477,1,110,8721,2023-10-17,2023-10-19
31396,1,54,8725,2023-10-17,2023-10-19
85058,1,115,8744,2023-10-17,2023-10-19
84032,1,115,8747,2023-10-17,2023-10-19
85072,1,115,8749,2023-10-17,2023-10-19
84037,1,115,8750,2023-10-17,2023-10-19
84044,1,115,8751,2023-10-17,2023-10-19
74903,1,108,8792,2023-10-17,2023-10-19
13616,1,113,8795,2023-10-17,2023-10-19
74908,1,108,8803,2023-10-17,2023-10-19
26066,1,117,8816,2023-10-17,2023-10-19
65682,1,108,8818,2023-10-17,2023-10-19
79702,1,115,8820,2023-10-17,2023-10-19
85088,1,115,8826,2023-10-17,2023-10-19
83048,1,115,8830,2023-10-17,2023-10-19
87260,1,115,8850,2023-10-17,2023-10-19
48332,1,73,8855,2023-10-17,2023-10-19
48350,1,73,8856,2023-10-17,2023-10-19
48354,1,73,8857,2023-10-17,2023-10-19
12008,1,113,8871,2023-10-17,2023-10-19
16735,1,113,8880,2023-10-17,2023-10-19
59969,1,104,8888,2023-10-17,2023-10-19
67949,1,108,8903,2023-10-17,2023-10-19
69536,1,108,8919,2023-10-17,2023-10-19
14590,1,113,8921,2023-10-17,2023-10-19
80891,1,115,8954,2023-10-17,2023-10-19
21792,1,114,8971,2023-10-17,2023-10-19
76255,1,108,8983,2023-10-17,2023-10-19
73717,1,108,9002,2023-10-17,2023-10-19
232,1,110,9039,2023-10-17,2023-10-19
84065,1,115,9042,2023-10-17,2023-10-19
61752,1,104,9061,2023-10-17,2023-10-19
5324,1,111,9070,2023-10-17,2023-10-19
41023,1,73,9080,2023-10-17,2023-10-19
82031,1,115,9095,2023-10-17,2023-10-19
32486,1,54,9104,2023-10-17,2023-10-19
13629,1,113,9113,2023-10-17,2023-10-19
84073,1,115,9118,2023-10-17,2023-10-19
56342,1,100,9125,2023-10-17,2023-10-19
66914,1,108,9133,2023-10-17,2023-10-19
79714,1,115,9139,2023-10-17,2023-10-19
35239,1,54,9140,2023-10-17,2023-10-19
72379,1,108,9141,2023-10-17,2023-10-19
23020,1,114,9146,2023-10-17,2023-10-19
23023,1,114,9147,2023-10-17,2023-10-19
76269,1,108,9182,2023-10-17,2023-10-19
69551,1,108,9199,2023-10-17,2023-10-19
6181,1,111,9211,2023-10-17,2023-10-19
69560,1,108,9238,2023-10-17,2023-10-19
77248,1,115,9246,2023-10-17,2023-10-19
12998,1,113,9251,2023-10-17,2023-10-19
10783,1,111,9280,2023-10-17,2023-10-19
892,1,110,9295,2023-10-17,2023-10-19
56363,1,100,9296,2023-10-17,2023-10-19
65692,1,108,9303,2023-10-17,2023-10-19
31410,1,54,9309,2023-10-17,2023-10-19
24228,1,114,9319,2023-10-17,2023-10-19
16738,1,113,9330,2023-10-17,2023-10-19
48365,1,73,9373,2023-10-17,2023-10-19
6193,1,111,9395,2023-10-17,2023-10-19
16744,1,113,9406,2023-10-17,2023-10-19
69569,1,108,9428,2023-10-17,2023-10-19
82038,1,115,9430,2023-10-17,2023-10-19
32506,1,54,9452,2023-10-17,2023-10-19
84086,1,115,9455,2023-10-17,2023-10-19
64738,1,108,9460,2023-10-17,2023-10-19
70469,1,108,9465,2023-10-17,2023-10-19
69572,1,108,9466,2023-10-17,2023-10-19
74919,1,108,9468,2023-10-17,2023-10-19
15700,1,113,9481,2023-10-17,2023-10-19
53194,1,100,9499,2023-10-17,2023-10-19
3005,1,110,9509,2023-10-17,2023-10-19
50806,1,100,9527,2023-10-17,2023-10-19
37137,1,54,9547,2023-10-17,2023-10-19
37149,1,54,9552,2023-10-17,2023-10-19
33302,1,54,9559,2023-10-17,2023-10-19
37154,1,54,9568,2023-10-17,2023-10-19
37162,1,54,9577,2023-10-17,2023-10-19
18921,1,114,9585,2023-10-17,2023-10-19
32511,1,54,9593,2023-10-17,2023-10-19
1489,1,110,9603,2023-10-17,2023-10-19
32525,1,54,9609,2023-10-17,2023-10-19
32534,1,54,9613,2023-10-17,2023-10-19
55322,1,100,9636,2023-10-17,2023-10-19
85090,1,115,9646,2023-10-17,2023-10-19
32544,1,54,9648,2023-10-17,2023-10-19
48369,1,73,9649,2023-10-17,2023-10-19
5333,1,111,9656,2023-10-17,2023-10-19
37163,1,54,9667,2023-10-17,2023-10-19
12014,1,113,9676,2023-10-17,2023-10-19
6209,1,111,9693,2023-10-17,2023-10-19
70489,1,108,9699,2023-10-17,2023-10-19
15016,1,113,9703,2023-10-17,2023-10-19
5352,1,111,9726,2023-10-17,2023-10-19
24232,1,114,9735,2023-10-17,2023-10-19
30533,1,54,9736,2023-10-17,2023-10-19
6219,1,111,9739,2023-10-17,2023-10-19
37167,1,54,9759,2023-10-17,2023-10-19
70504,1,108,9763,2023-10-17,2023-10-19
23031,1,114,9797,2023-10-17,2023-10-19
23036,1,114,9805,2023-10-17,2023-10-19
28004,1,54,9808,2023-10-17,2023-10-19
13639,1,113,9825,2023-10-17,2023-10-19
32547,1,54,9836,2023-10-17,2023-10-19
28019,1,54,9848,2023-10-17,2023-10-19
29020,1,54,9856,2023-10-17,2023-10-19
69581,1,108,9909,2023-10-17,2023-10-19
69599,1,108,9919,2023-10-17,2023-10-19
74938,1,108,9950,2023-10-17,2023-10-19
66927,1,108,9963,2023-10-17,2023-10-19
21801,1,114,9998,2023-10-17,2023-10-19
21802,1,114,9999,2023-10-17,2023-10-19
44350,1,73,10002,2023-10-17,2023-10-19
16754,1,113,10012,2023-10-17,2023-10-19
29047,1,54,10031,2023-10-17,2023-10-19
79721,1,115,10057,2023-10-17,2023-10-19
11453,1,111,10063,2023-10-17,2023-10-19
80900,1,115,10068,2023-10-17,2023-10-19
15035,1,113,10130,2023-10-17,2023-10-19
74939,1,108,10132,2023-10-17,2023-10-19
26635,1,117,10144,2023-10-17,2023-10-19
258,1,110,10155,2023-10-17,2023-10-19
15045,1,113,10157,2023-10-17,2023-10-19
64746,1,108,10181,2023-10-17,2023-10-19
9527,1,111,10204,2023-10-17,2023-10-19
74946,1,108,10219,2023-10-17,2023-10-19
52348,1,100,10230,2023-10-17,2023-10-19
32563,1,54,10232,2023-10-17,2023-10-19
6225,1,111,10237,2023-10-17,2023-10-19
67950,1,108,10243,2023-10-17,2023-10-19
82047,1,115,10244,2023-10-17,2023-10-19
34290,1,54,10256,2023-10-17,2023-10-19
34307,1,54,10257,2023-10-17,2023-10-19
86168,1,115,10261,2023-10-17,2023-10-19
26644,1,117,10270,2023-10-17,2023-10-19
65714,1,108,10282,2023-10-17,2023-10-19
1498,1,110,10283,2023-10-17,2023-10-19
15055,1,113,10298,2023-10-17,2023-10-19
34321,1,54,10299,2023-10-17,2023-10-19
55336,1,100,10327,2023-10-17,2023-10-19
59982,1,104,10331,2023-10-17,2023-10-19
80906,1,115,10353,2023-10-17,2023-10-19
23040,1,114,10358,2023-10-17,2023-10-19
80913,1,115,10381,2023-10-17,2023-10-19
80918,1,115,10384,2023-10-17,2023-10-19
31419,1,54,10389,2023-10-17,2023-10-19
13008,1,113,10400,2023-10-17,2023-10-19
18924,1,114,10402,2023-10-17,2023-10-19
24241,1,114,10424,2023-10-17,2023-10-19
26661,1,117,10437,2023-10-17,2023-10-19
83069,1,115,10491,2023-10-17,2023-10-19
59290,1,104,10492,2023-10-17,2023-10-19
17992,1,114,10502,2023-10-17,2023-10-19
21804,1,114,10507,2023-10-17,2023-10-19
18939,1,114,10530,2023-10-17,2023-10-19
80919,1,115,10550,2023-10-17,2023-10-19
41029,1,73,10551,2023-10-17,2023-10-19
41030,1,73,10572,2023-10-17,2023-10-19
87273,1,115,10579,2023-10-17,2023-10-19
10803,1,111,10616,2023-10-17,2023-10-19
11457,1,111,10626,2023-10-17,2023-10-19
11461,1,111,10636,2023-10-17,2023-10-19
15062,1,113,10641,2023-10-17,2023-10-19
12032,1,113,10670,2023-10-17,2023-10-19
84095,1,115,10673,2023-10-17,2023-10-19
8461,1,111,10676,2023-10-17,2023-10-19
56370,1,100,10737,2023-10-17,2023-10-19
265,1,110,10738,2023-10-17,2023-10-19
79739,1,115,10762,2023-10-17,2023-10-19
44351,1,73,10770,2023-10-17,2023-10-19
44371,1,73,10772,2023-10-17,2023-10-19
3016,1,110,10776,2023-10-17,2023-10-19
78639,1,115,10785,2023-10-17,2023-10-19
21806,1,114,10789,2023-10-17,2023-10-19
23054,1,114,10790,2023-10-17,2023-10-19
78643,1,115,10814,2023-10-17,2023-10-19
74965,1,108,10816,2023-10-17,2023-10-19
76271,1,108,10827,2023-10-17,2023-10-19
83076,1,115,10832,2023-10-17,2023-10-19
11476,1,111,10837,2023-10-17,2023-10-19
52361,1,100,10843,2023-10-17,2023-10-19
29059,1,54,10844,2023-10-17,2023-10-19
27560,1,117,10845,2023-10-17,2023-10-19
53198,1,100,10864,2023-10-17,2023-10-19
76291,1,108,10866,2023-10-17,2023-10-19
78650,1,115,10870,2023-10-17,2023-10-19
60005,1,104,10879,2023-10-17,2023-10-19
91318,2,86,10880,2023-10-17,2023-10-19
88442,2,86,10882,2023-10-17,2023-10-19
61760,1,104,10883,2023-10-17,2023-10-19
64770,1,108,10904,2023-10-17,2023-10-19
74972,1,108,10927,2023-10-17,2023-10-19
56379,1,100,10935,2023-10-17,2023-10-19
11478,1,111,10941,2023-10-17,2023-10-19
24242,1,114,10950,2023-10-17,2023-10-19
30535,1,54,10974,2023-10-17,2023-10-19
35246,1,54,10975,2023-10-17,2023-10-19
36173,1,54,10981,2023-10-17,2023-10-19
2042,1,110,10983,2023-10-17,2023-10-19
35261,1,54,10985,2023-10-17,2023-10-19
2049,1,110,10993,2023-10-17,2023-10-19
27574,1,117,10997,2023-10-17,2023-10-19
30540,1,54,11002,2023-10-17,2023-10-19
21808,1,114,11006,2023-10-17,2023-10-19
20673,1,114,11014,2023-10-17,2023-10-19
21822,1,114,11042,2023-10-17,2023-10-19
46816,1,73,11045,2023-10-17,2023-10-19
48375,1,73,11049,2023-10-17,2023-10-19
48391,1,73,11058,2023-10-17,2023-10-19
46829,1,73,11066,2023-10-17,2023-10-19
46840,1,73,11069,2023-10-17,2023-10-19
48404,1,73,11072,2023-10-17,2023-10-19
16764,1,113,11078,2023-10-17,2023-10-19
69607,1,108,11080,2023-10-17,2023-10-19
16772,1,113,11087,2023-10-17,2023-10-19
62519,1,104,11090,2023-10-17,2023-10-19
48423,1,73,11097,2023-10-17,2023-10-19
15707,1,113,11100,2023-10-17,2023-10-19
79745,1,115,11108,2023-10-17,2023-10-19
16785,1,113,11111,2023-10-17,2023-10-19
56386,1,100,11139,2023-10-17,2023-10-19
70510,1,108,11150,2023-10-17,2023-10-19
16793,1,113,11151,2023-10-17,2023-10-19
70523,1,108,11157,2023-10-17,2023-10-19
24247,1,114,11161,2023-10-17,2023-10-19
32567,1,54,11174,2023-10-17,2023-10-19
70549,1,108,11180,2023-10-17,2023-10-19
76293,1,108,11186,2023-10-17,2023-10-19
15727,1,113,11201,2023-10-17,2023-10-19
70554,1,108,11209,2023-10-17,2023-10-19
70566,1,108,11219,2023-10-17,2023-10-19
83093,1,115,11221,2023-10-17,2023-10-19
15730,1,113,11224,2023-10-17,2023-10-19
2053,1,110,11225,2023-10-17,2023-10-19
78657,1,115,11230,2023-10-17,2023-10-19
61766,1,104,11249,2023-10-17,2023-10-19
59292,1,104,11251,2023-10-17,2023-10-19
15745,1,113,11264,2023-10-17,2023-10-19
52367,1,100,11268,2023-10-17,2023-10-19
88447,2,86,11273,2023-10-17,2023-10-19
60006,1,104,11274,2023-10-17,2023-10-19
66950,1,108,11279,2023-10-17,2023-10-19
46854,1,73,11285,2023-10-17,2023-10-19
41761,1,73,11294,2023-10-17,2023-10-19
76295,1,108,11300,2023-10-17,2023-10-19
12037,1,113,11314,2023-10-17,2023-10-19
53217,1,100,11325,2023-10-17,2023-10-19
48435,1,73,11326,2023-10-17,2023-10-19
88464,2,86,11331,2023-10-17,2023-10-19
38880,1,73,11348,2023-10-17,2023-10-19
86169,1,115,11357,2023-10-17,2023-10-19
2056,1,110,11361,2023-10-17,2023-10-19
24255,1,114,11362,2023-10-17,2023-10-19
5363,1,111,11372,2023-10-17,2023-10-19
87276,1,115,11390,2023-10-17,2023-10-19
24261,1,114,11403,2023-10-17,2023-10-19
16814,1,113,11405,2023-10-17,2023-10-19
15066,1,113,11416,2023-10-17,2023-10-19
73730,1,108,11430,2023-10-17,2023-10-19
58451,1,104,11435,2023-10-17,2023-10-19
13646,1,113,11439,2023-10-17,2023-10-19
14594,1,113,11442,2023-10-17,2023-10-19
48457,1,73,11444,2023-10-17,2023-10-19
59308,1,104,11446,2023-10-17,2023-10-19
45697,1,73,11447,2023-10-17,2023-10-19
61767,1,104,11460,2023-10-17,2023-10-19
12042,1,113,11461,2023-10-17,2023-10-19
70594,1,108,11464,2023-10-17,2023-10-19
24271,1,114,11465,2023-10-17,2023-10-19
15756,1,113,11469,2023-10-17,2023-10-19
85096,1,115,11476,2023-10-17,2023-10-19
65718,1,108,11496,2023-10-17,2023-10-19
60008,1,104,11498,2023-10-17,2023-10-19
24289,1,114,11502,2023-10-17,2023-10-19
54298,1,100,11511,2023-10-17,2023-10-19
24290,1,114,11516,2023-10-17,2023-10-19
46870,1,73,11538,2023-10-17,2023-10-19
65731,1,108,11543,2023-10-17,2023-10-19
70597,1,108,11547,2023-10-17,2023-10-19
6238,1,111,11555,2023-10-17,2023-10-19
73732,1,108,11558,2023-10-17,2023-10-19
16825,1,113,11563,2023-10-17,2023-10-19
65736,1,108,11570,2023-10-17,2023-10-19
8469,1,111,11571,2023-10-17,2023-10-19
41763,1,73,11579,2023-10-17,2023-10-19
60021,1,104,11582,2023-10-17,2023-10-19
5369,1,111,11618,2023-10-17,2023-10-19
13660,1,113,11621,2023-10-17,2023-10-19
13009,1,113,11643,2023-10-17,2023-10-19
45702,1,73,11646,2023-10-17,2023-10-19
70613,1,108,11648,2023-10-17,2023-10-19
59311,1,104,11649,2023-10-17,2023-10-19
87292,1,115,11652,2023-10-17,2023-10-19
89411,2,86,11654,2023-10-17,2023-10-19
62520,1,104,11674,2023-10-17,2023-10-19
46882,1,73,11676,2023-10-17,2023-10-19
70620,1,108,11683,2023-10-17,2023-10-19
58456,1,104,11688,2023-10-17,2023-10-19
16839,1,113,11698,2023-10-17,2023-10-19
48468,1,73,11713,2023-10-17,2023-10-19
26081,1,117,11714,2023-10-17,2023-10-19
72385,1,108,11715,2023-10-17,2023-10-19
12057,1,113,11726,2023-10-17,2023-10-19
15070,1,113,11741,2023-10-17,2023-10-19
7151,1,111,11749,2023-10-17,2023-10-19
